회사명,종목코드,티커,시장구분,업종,주요제품,상장일,결산월,대표자,홈페이지,주소지,alias
엘앤케이바이오,156100,156100.KQ,KOSDAQ,의료용 기기 제조업,척추 임플란트,2016-11-30,12월,강국진(단독대표),http://www.lnkbiomed.com,경기도,엘앤케이바이오
엘에스일렉트릭,10120,010120.KS,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","고압기기,저압기기,변압기,배전반,PLC,인버터,빌딩설비,공조기,건축배관,자동화기기 제조,동가공",1994-07-11,12월,"구자균, 채대석",http://www.ls-electric.com,경기도,엘에스일렉트릭
엘에이티,311060,311060.KQ,KONEX,특수 목적용 기계 제조업,"In-Line Sputter, OLED 패널 청정물류 이송 장비 등",2018-12-28,12월,박강일,http://www.latplasma.com,경기도,엘에이티
엘엠에스,73110,073110.KQ,KOSDAQ,전자부품 제조업,프리즘시트,2007-10-12,12월,"나우주, 조성민(각자대표)",http://www.lmsglobal.com,경기도,엘엠에스
엘오티베큠,83310,083310.KQ,KOSDAQ,특수 목적용 기계 제조업,반도체제조용진공펌프,2005-10-05,12월,오흥식,http://www.lotvacuum.com,경기도,엘오티베큠
엘컴텍,37950,037950.KQ,KOSDAQ,전자부품 제조업,"BLU(Back Light Unit), CCM(Compact Camera Module), Display용 EL",2000-08-24,12월,김충섭,http://www.elcomtec.co.kr,경기도,엘컴텍
엘케이켐,489500,489500.KQ,KOSDAQ,기타 화학제품 제조업,"반도체 소재(CP, PCP, DIS) 등",2025-02-25,12월,이창엽,http://lkchem.co.kr,충청남도,엘케이켐
엘티씨,170920,170920.KQ,KOSDAQ,기초 화학물질 제조업,FPD(LCD/OLED) 및 반도체용 박리액,2013-10-08,12월,최호성,http://www.l-tech.co.kr,경기도,엘티씨
엠게임,58630,058630.KQ,KOSDAQ,소프트웨어 개발 및 공급업,"온라인 게임 개발 및 퍼블리싱(열혈강호온라인,홀릭2,영웅)",2008-12-19,12월,권이형,http://www.mgamecorp.com,서울특별시,엠게임
엠디바이스,226590,226590.KQ,KOSDAQ,전자부품 제조업,반도체기억장치,2025-03-07,12월,조호경,http://www.fastrossd.com,경기도,엠디바이스
엠로,58970,058970.KQ,KOSDAQ,소프트웨어 개발 및 공급업,"기업용 공급망관리 소프트웨어, AI 디지털혁신 소프트웨어, 공급망관리 클라우드 서비스",2021-08-13,12월,송재민,http://www.emro.co.kr,서울특별시,엠로
엠벤처투자,19590,019590.KQ,KOSDAQ,신탁업 및 집합투자업,벤처캐피탈,1989-03-14,12월,심성보(SHIM SUNG BO),http://www.m-vc.co.kr,서울특별시,엠벤처투자
엠브레인,169330,169330.KQ,KOSDAQ,시장조사 및 여론조사업,온라인 및 오프라인 리서치,2020-07-01,06월,최인수,http://embrain.com,서울특별시,엠브레인
엠씨넥스,97520,097520.KS,KOSPI,영상 및 음향기기 제조업,"모바일 카메라모듈,전장 카메라모듈,블랙박스,IP 카메라",2021-07-06,12월,민동욱,http://www.mcnex.co.kr,인천광역시,엠씨넥스
엠아이큐브솔루션,373170,373170.KQ,KOSDAQ,소프트웨어 개발 및 공급업,"스마트팩토리 솔루션, 제조지능화 솔루션",2023-08-04,12월,"박문원, 조영택",http://www.micube.co.kr,서울특별시,엠아이큐브솔루션
엠아이텍,179290,179290.KQ,KOSDAQ,의료용 기기 제조업,비혈관 스텐트 및 체외충격파 쇄석기,2018-11-29,12월,곽재오,http://www.mitech.co.kr,경기도,엠아이텍
엠앤씨솔루션,484870,484870.KS,KOSPI,특수 목적용 기계 제조업,방위산업용 유압식/전기식 부품 및 시스템,2024-12-16,12월,김병근,http://www.mncsolution.com,경상남도,엠앤씨솔루션
엠에스씨,9780,009780.KQ,KOSDAQ,기타 식품 제조업,식품첨가물,1993-10-12,12월,"정재열,김길제",http://www.msckorea.com,경상남도,엠에스씨
엠에스오토텍,123040,123040.KQ,KOSDAQ,자동차 신품 부품 제조업,자동차 차체 부품,2010-08-06,12월,"이태규,이강섭",http://ms-global.com,경상북도,엠에스오토텍
엠에프씨,432980,432980.KQ,KOSDAQ,기초 의약물질 제조업,원료의약품(API) 및 핵심소재,2024-12-26,12월,"황성관, 서기형(각자 대표이사)",http://www.mfcglobal.co.kr,경기도,엠에프씨
엠에프엠코리아,323230,323230.KQ,KOSDAQ,편조의복 제조업,"남성,여성,남아,여아용 면의류",2019-06-19,12월,-,http://www.mfmkorea.com,서울특별시,엠에프엠코리아
엠오티,413390,413390.KQ,KOSDAQ,특수 목적용 기계 제조업,이차전지 제조 자동화 설비,2024-11-18,12월,마점래,http://www.motfa.com,경상남도,엠오티
엠젠솔루션,32790,032790.KQ,KOSDAQ,기계장비 및 관련 물품 도매업,"프린터형상기, 광통신장비, Bio이종장기, AI솔루션",1997-06-26,12월,조상환,http://www.mgensolutions.kr,서울특별시,엠젠솔루션
엠케이전자,33160,033160.KQ,KOSDAQ,전자부품 제조업,반도체용세금선,1997-11-10,12월,현기진,http://www.mke.co.kr,경기도,엠케이전자
엠투아이,347890,347890.KQ,KOSDAQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","스마트HMI, 스마트SCADA, 스마트팩토리솔루션",2020-07-29,12월,강원희,http://www.m2i.co.kr,경기도,엠투아이
엠투엔,33310,033310.KQ,KOSDAQ,기타 금속 가공제품 제조업,산업용자동제어반기기,1997-11-10,12월,이승건,http://www.dkdni.co.kr,서울특별시,엠투엔
엠플러스,259630,259630.KQ,KOSDAQ,특수 목적용 기계 제조업,이차전지 자동화 조립설비,2017-09-20,12월,김종성,http://www.mplusi.co.kr,충청북도,엠플러스
엣지파운드리,105550,105550.KQ,KOSDAQ,전자부품 제조업,"자동차용 센서(APS, TPS, IAPS, SLS)",2014-07-11,12월,"남용현, 박찬영(각자 대표이사)",http://www.truwin.co.kr,대전광역시,엣지파운드리
영림원소프트랩,60850,060850.KQ,KOSDAQ,소프트웨어 개발 및 공급업,"ERP Package, 유지 관리 등",2020-08-12,12월,권영범,http://ksystem.co.kr,서울특별시,영림원소프트랩
영보화학,14440,014440.KS,KOSPI,플라스틱제품 제조업,"가교발포폴리에틸렌(아티론,영보드) 제조,판매",1997-08-27,12월,김태훈,http://www.youngbo.com,충청북도,영보화학
영우디에스피,143540,143540.KQ,KOSDAQ,특수 목적용 기계 제조업,OLED/LCD 디스플레이 검사장비,2014-10-29,12월,박금성,http://www.ywdsp.com,충청남도,영우디에스피
영원무역,111770,111770.KS,KOSPI,상품 종합 도매업,스포츠의류,2009-07-30,12월,성기학,http://www.youngone.co.kr,서울특별시,영원무역
영원무역홀딩스,9970,009970.KS,KOSPI,기타 금융업,"스포츠의류(등산복,운동복,스키복) 도소매,수출,섬유봉제",1988-11-07,12월,성래은,http://www.youngone.co.kr,서울특별시,영원무역홀딩스
영진약품,3520,003520.KS,KOSPI,의약품 제조업,"의약품(드링크제,항생제,영양수액제),의약부외품 제조,판매",1973-06-25,12월,이기수,http://www.yungjin.co.kr,서울특별시,영진약품
영풍,670,000670.KS,KOSPI,1차 비철금속 제조업,"제1차 금속산업(아연괴,황산,카드뮴괴),건전지 제조,무역",1976-06-12,12월,김기호,http://www.ypzinc.co.kr,서울특별시,영풍
영풍제지,6740,006740.KS,KOSPI,"골판지, 종이 상자 및 종이용기 제조업","골판지원지,지관원지,라이나원지 제조",1996-07-03,12월,이옥순,http://www.yp21.co.kr,경기도,영풍제지
영화금속,12280,012280.KS,KOSPI,자동차 신품 부품 제조업,"자동차부품,건축자재(관이음쇠) 제조,판매",1990-01-25,12월,최동윤(단독 대표이사),http://www.yeonghwa.co.kr,경상남도,영화금속
영화테크,265560,265560.KQ,KOSDAQ,자동차 신품 부품 제조업,자동차 정션박스 등,2017-10-26,12월,엄준형,http://www.yhtec.com,충청남도,영화테크
영흥,12160,012160.KS,KOSPI,1차 철강 제조업,와이어로프 등,2010-01-25,12월,강근욱,http://www.youngwire.com,충청남도,영흥
예림당,36000,036000.KQ,KOSDAQ,"서적, 잡지 및 기타 인쇄물 출판업",무선가입자망 단말기 및 차량용핸즈프리,1999-11-30,12월,나성훈,http://yearim.co.kr,서울특별시,예림당
예선테크,250930,250930.KQ,KOSDAQ,플라스틱제품 제조업,기업인수합병,2016-09-29,12월,전춘섭,http://www.yesuntech.com,경기도,예선테크
예스24,53280,053280.KQ,KOSDAQ,무점포 소매업,"도서,음반/DVD,화장품",2008-05-07,12월,"김석환, 최세라 (각자대표이사)",http://www.yes24.com,서울특별시,예스24
예스티,122640,122640.KQ,KOSDAQ,특수 목적용 기계 제조업,반도체 및 디스플레이 제조 장비,2015-12-16,12월,"장동복, 강임수 각자대표이사",http://www.yest.co.kr,경기도,예스티
오가닉티코스메틱,900300,900300.KQ,KOSDAQ,기타 금융업,"유아용 화장품(클렌징, 여름용, 피부케어, 기능성 화장품)",2016-11-04,12월,채정망,http://www.organictea-cosmetics.com,홍콩,오가닉티코스메틱
오건에코텍,212310,212310.KQ,KONEX,의료용 기기 제조업,척추용 임플란트 등,2016-07-26,12월,"박정민,정상국(각자대표)",http://huvexel.com,경기도,오건에코텍
오공,45060,045060.KQ,KOSDAQ,기타 화학제품 제조업,"접착제,씰란트,광택제,연마제",2000-08-10,12월,"김윤정,김중화",http://www.okong.com,인천광역시,오공
오늘이엔엠,192410,192410.KQ,KOSDAQ,통신 및 방송 장비 제조업,"지능형서비스로봇, 기지국안테나, 여행",2014-08-14,12월,"이홍관, 허재 (각자 대표이사)",http://www.hyulimnetworks.com,서울특별시,오늘이엔엠
오디텍,80520,080520.KQ,KOSDAQ,반도체 제조업,"광반도체, 소자 및 모듈",2007-10-08,12월,박병근,http://www.od-tech.com,전북특별자치도,오디텍
오뚜기,7310,007310.KS,KOSPI,기타 식품 제조업,"라면,마요네즈,카레,스프,당면,소오스,토마토케첩,마가린,냉동생지(바게트,크로와상),참치캔,식초,3분짜장 제조",1994-08-12,12월,"함영준, 황성만",http://www.otoki.com,경기도,오뚜기
오로라,39830,039830.KQ,KOSDAQ,전문디자인업,"캐릭터디자인,캐릭터완구 등",2001-01-03,12월,노재연,http://www.auroraworld.com,서울특별시,오로라
오로스테크놀로지,322310,322310.KQ,KOSDAQ,특수 목적용 기계 제조업,반도체 Overlay 계측 장비,2021-02-24,12월,"각자 대표이사 이준우, 최성원",http://www.aurostech.com,경기도,오로스테크놀로지
오르비텍,46120,046120.KQ,KOSDAQ,기타 과학기술 서비스업,"방사선안전관리, 항공기 정밀부품 제조 등",2010-06-15,12월,도은성,http://orbitech.co.kr,서울특별시,오르비텍
오름테라퓨틱,475830,475830.KQ,KOSDAQ,기초 의약물질 제조업,항체약물접합체(ADC) 단백질 분해제(TPD) 연구 개발,2025-02-14,12월,이승주,http://www.orumrx.com,대전광역시,오름테라퓨틱
오리엔탈정공,14940,014940.KQ,KOSDAQ,일반 목적용 기계 제조업,선박용 기계제품(크레인 등),2001-12-26,12월,박세철,http://www.opco.co.kr,부산광역시,오리엔탈정공
오리엔트바이오,2630,002630.KS,KOSPI,의약품 제조업,의약품 제조,1976-12-28,03월,장재진,http://www.orient.co.kr,경기도,오리엔트바이오
오리엔트정공,65500,065500.KQ,KOSDAQ,자동차 신품 부품 제조업,"하우징, 리테이너베어링",2002-09-19,12월,"장재진, 박영동",http://www.orientpi.co.kr,경상북도,오리엔트정공
오리온,271560,271560.KS,KOSPI,기타 식품 제조업,스낵 등 과자류,2017-07-07,12월,이승준,http://www.orionworld.com,서울특별시,오리온
오리온홀딩스,1800,001800.KS,KOSPI,기타 금융업,자회사 관리 지주사업 등,1975-06-27,12월,허인철,http://www.oriongroup.co.kr,서울특별시,오리온홀딩스
오리콤,10470,010470.KQ,KOSDAQ,광고업,광고대행,2000-10-24,12월,"박병철, 정승우(각자 대표이사)",http://www.oricom.co.kr,서울특별시,오리콤
오브젠,417860,417860.KQ,KOSDAQ,소프트웨어 개발 및 공급업,CRM 소프트웨어,2023-01-30,12월,"전배문, 유용희",http://obzen.com,서울특별시,오브젠
오비고,352910,352910.KQ,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",스마트카 소프트웨어 플랫폼,2021-07-13,12월,황도연,http://obigo.com,경기도,오비고
오상자이엘,53980,053980.KQ,KOSDAQ,소프트웨어 개발 및 공급업,CATIA Solution,2002-04-09,12월,"이국래,김선기(각자 대표이사)",http://www.osangjaiel.co.kr,인천광역시,오상자이엘
오상헬스케어,36220,036220.KQ,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,"생화학 측정기 및 센서, 면역진단기기 및 마커, 분자진단기기 및 시약 등",2024-03-13,12월,"강철훈, 유병열(각자대표이사)",http://www.osanghc.com,경기도,오상헬스케어
오성첨단소재,52420,052420.KQ,KOSDAQ,플라스틱제품 제조업,"보호, 기능성 필름",2001-08-07,12월,김유신,http://www.osungam.com,전북특별자치도,오성첨단소재
오션스바이오,332190,332190.KQ,KONEX,의료용 기기 제조업,전자약,2025-01-14,12월,이현웅,http://oceansbio.com,경상남도,오션스바이오
오션인더블유,52300,052300.KQ,KOSDAQ,상품 종합 도매업,운송,2001-08-02,12월,"최진욱, 이응길(공동대표이사)",http://www.chorokbaemcompany.com,서울특별시,오션인더블유
오스코텍,39200,039200.KQ,KOSDAQ,의약품 제조업,"뼈이식재,건강식품소재",2007-01-17,12월,윤태영,http://www.oscotec.com,경기도,오스코텍
오스테오닉,226400,226400.KQ,KOSDAQ,의료용 기기 제조업,골접합 및 재건용 금속소재 및 생체복합재료 기반 임플란트,2018-02-22,12월,이동원,http://www.osteonic.com,서울특별시,오스테오닉
오스템,31510,031510.KQ,KOSDAQ,자동차 신품 부품 제조업,휠,1997-02-12,12월,"김정우,김민석",http://www.yyauto.co.kr,충청남도,오스템
오에스피,368970,368970.KQ,KOSDAQ,동물용 사료 및 조제식품 제조업,프리미엄 반려동물 사료,2022-10-14,12월,강재구,http://www.osppetfood.com,충청남도,오에스피
